stem,iou,f1,precision,recall,chamfer_distance,modified_hausdorff,precision_at_0.1m,recall_at_0.1m,f1_at_0.1m
120_229_612,0.006965944272391905,0.013835507732230705,0.03169014084395457,0.008849557522036878,0.8835463798916658,0.9125812338275988,0.23251748251748253,0.20058997050147492,0.21537691654700272
120_229_613,0.006808510638239928,0.013524933986391251,0.04371584699214667,0.00799999999992,0.809252907612341,0.7279548825146089,0.24952162265595101,0.2,0.22203302758239143
120_229_614,0.005410279531060323,0.010762329847582262,0.04799999999616,0.006060606060544842,0.8211697439782397,0.6939605074811833,0.2393287121488508,0.21515151515151515,0.22659702584187422
120_229_615,0.006172839506118406,0.012269936767892287,0.05833333332847222,0.006856023506299157,0.831626930077392,0.6887230931837957,0.21358517980385033,0.19686581782566112,0.20488496953809235
120_229_616,0.0044130626654509,0.00878734443254474,0.04424778760670374,0.0048780487804402145,0.8555162567718785,0.6830785443633854,0.1527074405921309,0.13853658536585367,0.14527725733511476
120_229_617,0.0,0.0,0.0,0.0,0.8049276158074533,0.5983752576360774,0.12844036697247707,0.10436432637571158,0.11515740176849876
120_229_618,0.0,0.0,0.0,0.0,0.5751484583796376,0.3640930599021387,0.09795570698466781,0.08452041785375118,0.090743453031104
120_229_619,0.0,0.0,0.0,0.0,0.6656878189064808,0.3897466785303376,0.07046979865771812,0.06502463054187192,0.06763779604753088
120_229_61,0.0,0.0,0.0,0.0,1.5963720488904705,1.5427942083345252,0.04129416773094934,0.04940119760479042,0.04498534423503523
120_229_620,0.0,0.0,0.0,0.0,0.8027448349098681,0.3989947291670182,0.040955631399317405,0.031945788964181994,0.03589394477045803
120_229_621,0.0,0.0,0.0,0.0,0.8345767513813955,0.4733350918853141,0.018742678641155797,0.02,0.01935093231629332
120_229_622,0.0,0.0,0.0,0.0,0.6426173116997241,0.5082352941176467,0.011976047904191617,0.01990521327014218,0.014954597410048523
120_229_623,0.0,0.0,0.0,0.0,0.6084524349596578,0.5875269712883225,0.028338509316770188,0.07365439093484419,0.040929426144991836
120_229_624,0.0,0.0,0.0,0.0,0.6078978297077203,0.5680021102623771,0.11434599156118143,0.19734345351043645,0.1447943297573146
120_229_625,0.0,0.0,0.0,0.0,0.5366313090145751,0.5504289788584655,0.20647917408330366,0.32079021636876764,0.25124347771001854
120_229_626,0.0,0.0,0.0,0.0,0.56068558616184,0.5753251998059863,0.20054384772263767,0.3138347260909935,0.24471323456993443
120_229_627,0.0,0.0,0.0,0.0,0.67418426537509,0.6461423280438402,0.17104761904761906,0.24245374878286272,0.20058523952720497
120_229_628,0.0,0.0,0.0,0.0,0.7244142179534243,0.6687731907104787,0.14734393175649477,0.2109300095877277,0.17349437111731636
120_229_629,0.0,0.0,0.0,0.0,0.8331394049412848,0.7763411071897388,0.12306438467807661,0.20243673851921273,0.15307321616606323
120_229_62,0.0,0.0,0.0,0.0,1.7018630259196477,1.7776550539197613,0.021763392857142856,0.02262090483619345,0.02218386021183942
120_229_630,0.0,0.0,0.0,0.0,0.855871545253617,0.7927861388398985,0.13346456692913386,0.21033210332103322,0.16330514338072577
120_229_631,0.004003202562017589,0.007974479361507953,0.030120481925896354,0.004595588235251879,0.8693878179429333,0.8695074881284853,0.1581573896353167,0.22794117647058823,0.18674288739724754
120_229_632,0.007999999999936001,0.01587301332276433,0.05291005290725343,0.009337068160510392,0.789629821710641,0.8512671037764132,0.1205001894657067,0.19981325863678806,0.15033733309943428
120_229_633,0.004769475357672739,0.009493668179028572,0.0294117647044406,0.0056603773584371665,0.9413996196672545,0.9864107965102513,0.12461059190031153,0.21037735849056605,0.1565145632896445
120_229_634,0.000779423226806084,0.001557629281918291,0.004032258064353538,0.0009652509652416483,0.8472965011953165,0.9327153474844052,0.11652703731911652,0.21428571428571427,0.15096200826347042
120_229_635,0.0,0.0,0.0,0.0,0.9139757425199214,1.0608857617249265,0.10747663551401869,0.21421975992613113,0.14313880210119304
120_229_636,0.0,0.0,0.0,0.0,0.9400215824251246,1.0457965584802313,0.09326993416239941,0.2042910447761194,0.1280692900249325
120_229_637,0.0,0.0,0.0,0.0,0.9663913436707616,1.0853023821586696,0.09337239106554375,0.21734892787524365,0.13062758942506528
120_229_638,0.0,0.0,0.0,0.0,0.8716756377714759,0.8335047596236016,0.09365781710914454,0.20899718837863168,0.12935004836410444
120_229_639,0.0,0.0,0.0,0.0,0.8393023334437504,0.7624943815220193,0.07984523390784383,0.1781450872359963,0.11026797862405852
120_229_63,0.0,0.0,0.0,0.0,1.8611028708026753,1.7778249421093768,0.0,0.0,0.0
120_229_640,0.0,0.0,0.0,0.0,0.8397847809360203,0.6830785443633854,0.06868412104726283,0.1721915285451197,0.09819857938257391
120_229_641,0.0,0.0,0.0,0.0,0.8615765003007203,0.6585518044475609,0.062113932738503776,0.15469613259668508,0.08863781039845087
120_229_642,0.0,0.0,0.0,0.0,0.9013210440046279,0.729737601542628,0.058119056005635786,0.14738805970149255,0.0833650401841605
120_229_643,0.0,0.0,0.0,0.0,0.9835540682292694,0.7511524998514585,0.055826936496859735,0.14101382488479264,0.07998718752995504
120_229_644,0.0,0.0,0.0,0.0,0.9508972479227888,0.6062716945592705,0.052593133674214754,0.12340036563071298,0.07375285543989486
120_229_645,0.0,0.0,0.0,0.0,0.9544047793445447,0.5753251998059853,0.05231004200076365,0.1213235294117647,0.07310151489799743
120_229_646,0.0,0.0,0.0,0.0,0.9339049730314914,0.6828352368516364,0.042611415168100075,0.09692028985507246,0.059196731130857556
120_229_647,0.0,0.0,0.0,0.0,0.9401995211646108,0.9125812338275988,0.040753556324490584,0.09707822808671066,0.057407408110940035
120_229_648,0.0,0.0,0.0,0.0,0.9220219626402497,0.8897561446867774,0.05216724204065976,0.11715867158671586,0.07219030195608214
120_229_649,0.0,0.0,0.0,0.0,0.8826086908769264,0.644905048693207,0.05901403382511695,0.13853211009174313,0.08276889697644688
120_229_64,0.0,0.0,0.0,0.0,1.6947746530679293,1.7374679593130897,0.0,0.0,0.0
120_229_650,0.0,0.0,0.0,0.0,0.8943297723640902,0.7771312136649894,0.056278578965881114,0.12309074573225516,0.07724143332883639
120_229_651,0.0,0.0,0.0,0.0,0.8767104845466909,0.8069201755597919,0.05950167348456675,0.12152133580705009,0.07988733005222103
120_229_652,0.0,0.0,0.0,0.0,0.9036255376755724,0.8481128512068687,0.06502571638501102,0.13221601489757914,0.08717669019123833
120_229_653,0.0,0.0,0.0,0.0,0.9243619356710402,0.7944648554540074,0.06171583587656833,0.12995391705069123,0.08368784406814735
120_229_654,0.0,0.0,0.0,0.0,0.9477803415652961,0.8801568818428698,0.05990068280571074,0.141643059490085,0.08419527652431215
120_229_655,0.0005592841163279683,0.0011179381885092652,0.00140056022407002,0.0009302325581308817,0.9133469587927764,0.7713971041672625,0.06826568265682657,0.16372093023255813,0.09635487536594227
120_229_656,0.0011641443538931075,0.0023255767166129823,0.003115264797459264,0.0018552875695560735,0.9122366524866451,0.8470588235294118,0.07401766676819982,0.18089053803339517,0.10505032626035592
120_229_657,0.0012158054711172291,0.002428653521574284,0.0033112582780908733,0.0019175455416882308,0.9495083702907536,0.8917035965958943,0.06399034108059161,0.1725790987535954,0.09336281925129433
120_229_658,0.001949317738778757,0.0038910463815377775,0.006479481641328737,0.002780352177916772,1.016246324048026,0.9855795125012217,0.07199032062915911,0.1835032437442076,0.10341126884334931
120_229_659,0.02139710509741097,0.041897715993195916,0.06759443339825856,0.030357142856871813,0.9712805259708719,0.8715986451154081,0.10632911392405063,0.22410714285714287,0.14422819962331598
120_229_65,0.0,0.0,0.0,0.0,1.6281433326758386,1.572181343602035,0.0,0.0,0.0
120_229_660,0.028641072516583543,0.055687199409962786,0.08592321754870341,0.04119193689709736,0.8835427391862904,0.9053404956195418,0.1665748898678414,0.30148992112182293,0.21458844226296087
120_229_661,0.05141727092912712,0.09780563833248514,0.15631262524736847,0.0711678832110295,0.9303117371760286,0.914993257826423,0.20724677463628877,0.3102189781021898,0.24848748370290433
120_229_662,0.06501950585133277,0.12210011769985897,0.18691588784697352,0.0906618313681717,0.9503858701729316,1.0401140190272513,0.23282226007950027,0.29465095194922936,0.2601129221443561
120_229_663,0.10390516038979146,0.1882501537352374,0.3150105708178645,0.13423423423302494,0.9087717825606525,0.9372262549165076,0.24499577107414716,0.3009009009009009,0.2700857164634363
120_229_664,0.1391304347816005,0.24427480485674888,0.3902439024310926,0.1777777777761317,0.8812052263796819,0.8716092052450146,0.24940828402366863,0.31574074074074077,0.27868173349119346
120_229_665,0.0142551674981165,0.02810962424399117,0.0673400673378,0.01776198934264865,0.9456131441183737,0.9791290599192114,0.2253609541745135,0.2753108348134991,0.24784424668439345
120_229_666,0.04215116279039135,0.08089260489483352,0.20279720279011199,0.0505226480831836,0.906695712151508,0.811127049557089,0.20380888740394254,0.25522648083623695,0.22663797851345663
120_229_667,0.030726256983025658,0.05962059282456082,0.13836477986986273,0.037996545768238375,0.9446592260202425,0.8222771326656428,0.13399359161083602,0.21329879101899826,0.1645914031025019
120_229_668,0.030843043180049056,0.05984042188284279,0.12465373960873535,0.03937007873981304,0.9871609813954484,0.8720994311583854,0.1056533827618165,0.1321084864391951,0.11740913666016431
120_229_669,0.03317535545001236,0.06422017981189332,0.13243243242885316,0.04238754325222849,0.9691965232368536,0.8047058823529412,0.10910307898259705,0.12975778546712802,0.11853740340724309
120_229_66,0.0,0.0,0.0,0.0,1.4560436625492237,1.5247058823529416,0.00914235959947758,0.03278688524590164,0.014297868930426382
120_229_670,0.03708887333773906,0.07152496276926372,0.15868263472578795,0.046167247386357434,0.9076283515282292,0.7395864559410252,0.12015503875968993,0.1489547038327526,0.13301382086711597
120_229_671,0.037863421230305186,0.07296416577586623,0.15469613259241172,0.047740835464213635,1.0189175495556264,0.9309052462100078,0.12893275755706354,0.18584825234441602,0.15224506019725192
120_229_672,0.03564356435620038,0.06883364830340577,0.14025974025609714,0.04560810810772291,0.9127783892496372,0.7800690068042495,0.10798409299479964,0.15625,0.12770883348671697
120_229_673,0.02325581395333385,0.04545454200599622,0.10263929618467334,0.02919099249350133,0.8999102626692075,0.7235529140345178,0.10273779283093423,0.1451209341117598,0.1203056599748005
120_229_674,0.010958904109513981,0.02168021376135647,0.05797101449065322,0.013333333333222223,0.8540005082490493,0.6695278653628062,0.09024191356346833,0.13916666666666666,0.10948732383256364
120_229_675,0.0057430007178338625,0.011420411573012754,0.04060913705377618,0.006644518272370063,0.7327120532146156,0.5944459576929918,0.15959539196403486,0.2632890365448505,0.19872907660245165
120_229_676,0.009305654974879703,0.018439713877310318,0.06499999999674999,0.010743801652803772,0.7411592731020591,0.6165771359414259,0.178431961550015,0.2702479338842975,0.21494552514509072
120_229_677,0.01498929336177738,0.029535862411779357,0.09767441860010816,0.017398508699110204,0.684003577552618,0.5401365321518288,0.19551681195516812,0.2750621375310688,0.228566412227028
120_229_678,0.0203545633616523,0.039897036470875474,0.09090909090642495,0.025556471557909678,0.6793633298526417,0.5505086070762916,0.18453481207640174,0.281121187139324,0.22281102106605516
120_229_679,0.02222222222208113,0.04347825726924918,0.09234828495798553,0.028432168968087475,0.5781223476796076,0.401716719217684,0.2001310186701605,0.28107229894394803,0.2337942498715462
120_229_67,0.0,0.0,0.0,0.0,1.4153383579735968,1.47917291188205,0.025494672754946726,0.03760552570990023,0.03038787335499074
120_229_680,0.025825825825670716,0.05035128409837468,0.09267241379110619,0.03456591639843597,0.47284304912593966,0.3835130500951917,0.19136010799865003,0.2684887459807074,0.2234561807228761
